test_id,number,title,group,oracle,candidate,primary_classification,reason_code
0327,327,syn_misc.at:4261: 327. conflicting call conventions,syn_misc.at:4261,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0328,328,syn_misc.at:4290: 328. dangling LINKAGE items,syn_misc.at:4290,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wlinkage prog.cob
0329,329,syn_misc.at:4346: 329. duplicate PROCEDURE DIVISION/ENTRY USING items,syn_misc.at:4346,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0330,330,syn_misc.at:4367: 330. duplicate CALL USING BY REFERENCE items,syn_misc.at:4367,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0331,331,syn_misc.at:4393: 331. ADD / SUBTRACT TABLE,syn_misc.at:4393,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0332,332,syn_misc.at:4436: 332. USE FOR DEBUGGING invalid ref-mod / subscripts,syn_misc.at:4436,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0333,333,syn_misc.at:4481: 333. USE FOR DEBUGGING duplicate targets,syn_misc.at:4481,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0334,334,syn_misc.at:4534: 334. USE FOR DEBUGGING implicit statements,syn_misc.at:4534,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0335,335,syn_misc.at:4582: 335. USE FOR DEBUGGING syntax-checks (1),syn_misc.at:4582,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0336,336,syn_misc.at:4675: 336. USE FOR DEBUGGING syntax-checks (2),syn_misc.at:4675,ORACLE_XFAIL,expected-failure,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0337,337,syn_misc.at:4748: 337. Empty PERFORM with DEBUGGING MODE,syn_misc.at:4748,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fmissing-statement=ok prog.cob
0338,338,syn_misc.at:4776: 338. whitespace handling,syn_misc.at:4776,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-obsolete prog2.cob
0339,339,syn_misc.at:4864: 339. STOP identifier,syn_misc.at:4864,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0340,340,syn_misc.at:4890: 340. 01 CONSTANT,syn_misc.at:4890,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0341,341,syn_misc.at:4938: 341. 78 VALUE,syn_misc.at:4938,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0342,342,syn_misc.at:4985: 342. level 78 NEXT / START OF,syn_misc.at:4985,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0343,343,syn_misc.at:5044: 343. SYMBOLIC CONSTANT,syn_misc.at:5044,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0344,344,syn_misc.at:5093: 344. Constant Expressions (1),syn_misc.at:5093,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -fdiagnostics-show-option prog.cob
0345,345,syn_misc.at:5218: 345. Constant Expressions (2),syn_misc.at:5218,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob 
0346,346,syn_misc.at:5274: 346. Constant Expressions (3),syn_misc.at:5274,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -fdiagnostics-show-option prog.cob
0347,347,syn_misc.at:5365: 347. Constant Expressions (4),syn_misc.at:5365,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -fdiagnostics-show-option prog.cob
0348,348,syn_misc.at:5399: 348. Constant Expressions (5),syn_misc.at:5399,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fdiagnostics-show-option -C -fno-remove-unreachable prog.cob
0349,349,syn_misc.at:5499: 349. Missing imperative statements,syn_misc.at:5499,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -w -fmissing-statement=error prog.cob
0350,350,syn_misc.at:5591: 350. Fall-Through to WHEN OTHER,syn_misc.at:5591,ORACLE_XFAIL,expected-failure,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0351,351,syn_misc.at:5629: 351. CONSTANT LENGTH / BYTE-LENGTH,syn_misc.at:5629,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0352,352,syn_misc.at:5653: 352. ANY LENGTH/NUMERIC with incorrect PIC,syn_misc.at:5653,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0353,353,syn_misc.at:5699: 353. VOLATILE clause,syn_misc.at:5699,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0354,354,syn_misc.at:5743: 354. SET SOURCEFORMAT syntax checks,syn_misc.at:5743,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0355,355,syn_misc.at:5776: 355. WHEN-COMPILED register in dialect,syn_misc.at:5776,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol2014 prog.cob
0356,356,syn_misc.at:5802: 356. LIN / COL register,syn_misc.at:5802,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol2014 prog.cob
0357,357,tokens consisting of multiple words,syn_misc.at:5834,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0358,358,syn_misc.at:5862: 358. @OPTIONS parsing,syn_misc.at:5862,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY valid.cob
0359,359,syn_misc.at:5906: 359. PROCESS / CBL parsing,syn_misc.at:5906,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY valid.cob
0360,360,syn_misc.at:5971: 360. *CONTROL / *CBL parsing,syn_misc.at:5971,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY valid.cob
0361,361,syn_misc.at:6004: 361. system routines with wrong number of parameters,syn_misc.at:6004,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0362,362,syn_misc.at:6033: 362. invalid use of condition-name,syn_misc.at:6033,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0363,363,syn_misc.at:6097: 363. XML GENERATE syntax checks,syn_misc.at:6097,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0364,364,"syn_misc.at:6315: 364. BASED clause, ALLOCATE / FREE statements",syn_misc.at:6315,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0365,365,syn_misc.at:6396: 365. CONTINUE statement,syn_misc.at:6396,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0366,366,syn_misc.at:6440: 366. conflict markers,syn_misc.at:6440,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0367,367,syn_misc.at:6499: 367. SORT syntax,syn_misc.at:6499,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0368,368,syn_misc.at:6553: 368. OSVS I/O extensions,syn_misc.at:6553,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0369,369,EQUALS in expressions,syn_misc.at:6620,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0370,370,syn_misc.at:6646: 370. SEARCH ALL checks,syn_misc.at:6646,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0371,371,syn_misc.at:6766: 371. Invalid parentheses around condition,syn_misc.at:6766,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0372,372,syn_misc.at:6789: 372. DISPLAY directive (1),syn_misc.at:6789,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0373,373,syn_misc.at:6812: 373. DISPLAY directive (2),syn_misc.at:6812,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0374,374,syn_misc.at:6832: 374. DISPLAY directive (3),syn_misc.at:6832,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0375,375,syn_misc.at:6851: 375. SET CONSTANT directive,syn_misc.at:6851,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=mf prog.cob
0376,376,syn_misc.at:6950: 376. conditional / define directives (1),syn_misc.at:6950,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -DACTIVATE2 prog.cob
0377,377,syn_misc.at:6975: 377. conditional / define directives (2),syn_misc.at:6975,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -D X prog.cob
0378,378,syn_misc.at:7003: 378. conditional / define directives (3),syn_misc.at:7003,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0379,379,conditional / define directives (4),syn_misc.at:7033,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0380,380,syn_misc.at:7055: 380. error handling in conditional directives,syn_misc.at:7055,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -D X prog.cob
0381,381,syn_misc.at:7083: 381. conditional directives with lvl 78 (1),syn_misc.at:7083,ORACLE_XFAIL,expected-failure,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0382,382,syn_misc.at:7118: 382. conditional directives with lvl 78 (2),syn_misc.at:7118,ORACLE_XFAIL,expected-failure,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0383,383,Missing reserved word with DEBUGGING MODE,syn_misc.at:7168,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0384,384,syn_misc.at:7197: 384. Invalid PERFORM statement,syn_misc.at:7197,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0385,385,syn_misc.at:7228: 385. PERFORM THRU syntax checks,syn_misc.at:7228,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-suspicious-perform-thru prog.cob
0386,386,syn_misc.at:7276: 386. VALIDATE parsing,syn_misc.at:7276,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-pending -Wno-unfinished -free prog.cob
0387,387,syn_misc.at:7423: 387. field-tree via COBC_GEN_DUMP_COMMENTS,syn_misc.at:7423,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: COBC_GEN_DUMP_COMMENTS=1 \
0388,388,syn_misc.at:7703: 388. CONTROL DIVISION,syn_misc.at:7703,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fcontrol-division=ok empty.cob
0389,389,syn_misc.at:7755: 389. CONTROL: empty default section,syn_misc.at:7755,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fcontrol-division=ok prog.cob
0390,390,syn_misc.at:7781: 390. CONTROL: default section,syn_misc.at:7781,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fcontrol-division=ok prog.cob
0391,391,syn_misc.at:7815: 391. CONTROL: substitution & default section,syn_misc.at:7815,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE -fcontrol-division=ok empties.cob
0392,392,syn_misc.at:7894: 392. CONTROL DIVISION & AREACHECK,syn_misc.at:7894,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -std=gcos-strict prog.cob
0393,393,syn_misc.at:7930: 393. PICTURE L,syn_misc.at:7930,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog_extraneous_depending.cob
0394,394,syn_misc.at:8025: 394. AREACHECK / NOAREACHECK directives,syn_misc.at:8025,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol85 prog.cob
0395,395,syn_misc.at:8065: 395. AREACHECK / NOAREACHECK directives (2),syn_misc.at:8065,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol85 prog.cob
0396,396,syn_misc.at:8117: 396. optional dots,syn_misc.at:8117,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0397,397,syn_misc.at:8172: 397. optional dots before PROCEDURE DIVISION,syn_misc.at:8172,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0398,398,syn_misc.at:8209: 398. AREACHECK,syn_misc.at:8209,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=mvs pgm1.cob
0399,399,syn_misc.at:8249: 399. autodetect format,syn_misc.at:8249,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -fformat=auto free.cob fixed1.cob fixed2.cob
0400,400,syn_misc.at:8323: 400. context sensitive alias,syn_misc.at:8323,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,"cobc-rs rejected an option in: $COMPILE -freserved=""XX*=BYTE-LENGTH"" prog.cob"
0401,401,syn_move.at:38: 401. MOVE SPACE TO numeric or numeric-edited item,syn_move.at:38,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0402,402,syn_move.at:64: 402. MOVE ZERO TO alphabetic item,syn_move.at:64,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0403,403,syn_move.at:90: 403. MOVE alphabetic TO x,syn_move.at:90,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0404,404,syn_move.at:124: 404. MOVE alphanumeric TO x,syn_move.at:124,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0405,405,syn_move.at:155: 405. MOVE alphanumeric-edited TO x,syn_move.at:155,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0406,406,syn_move.at:189: 406. MOVE numeric (integer) TO x,syn_move.at:189,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0407,407,syn_move.at:222: 407. MOVE numeric (non-integer) TO x,syn_move.at:222,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0408,408,syn_move.at:258: 408. MOVE numeric-edited TO x,syn_move.at:258,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0409,409,syn_move.at:293: 409. MOVE national TO x,syn_move.at:293,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0410,410,syn_move.at:330: 410. MOVE national-edited TO x,syn_move.at:330,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -Wno-unfinished prog.cob
0411,411,syn_move.at:374: 411. CORRESPONDING - Operands must be groups,syn_move.at:374,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0412,412,syn_move.at:404: 412. CORRESPONDING - Target has no matching items,syn_move.at:404,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0413,413,syn_move.at:430: 413. MOVE to erroneous field,syn_move.at:430,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0414,414,syn_move.at:453: 414. Overlapping MOVE,syn_move.at:453,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -fdiagnostics-show-option prog.cob
0415,415,syn_move.at:552: 415. invalid source for MOVE,syn_move.at:552,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0416,416,syn_move.at:582: 416. invalid target for MOVE,syn_move.at:582,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0417,417,syn_move.at:618: 417. SET error,syn_move.at:618,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0418,418,syn_move.at:653: 418. MOVE FIGURATIVE to NUMERIC,syn_move.at:653,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -std=cobol2002 -freserved=COMP-1:FLOAT prog.cob
0419,419,syn_multiply.at:28: 419. Category check of Format 1,syn_multiply.at:28,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0420,420,syn_multiply.at:64: 420. Category check of Format 2,syn_multiply.at:64,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0421,421,syn_multiply.at:102: 421. Category check of literals,syn_multiply.at:102,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0422,422,syn_screen.at:24: 422. Flexible ACCEPT/DISPLAY syntax,syn_screen.at:24,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0423,423,syn_screen.at:92: 423. Duplicate ACCEPT/DISPLAY clauses,syn_screen.at:92,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0424,424,syn_screen.at:121: 424. AT clause,syn_screen.at:121,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0425,425,syn_screen.at:175: 425. ACCEPT/DISPLAY extensions detection,syn_screen.at:175,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -faccept-display-extensions=error prog.cob
0426,426,syn_screen.at:221: 426. FROM clause,syn_screen.at:221,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0427,427,syn_screen.at:250: 427. Incorrect USAGE clause,syn_screen.at:250,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0428,428,syn_screen.at:283: 428. SCREEN SECTION clause numbers,syn_screen.at:283,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0429,429,syn_screen.at:315: 429. Screen clauses,syn_screen.at:315,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0430,430,syn_screen.at:341: 430. ACCEPT ON EXCEPTION/ESCAPE,syn_screen.at:341,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0431,431,syn_screen.at:371: 431. Referencing 88-level,syn_screen.at:371,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0432,432,syn_screen.at:402: 432. Conflicting screen clauses,syn_screen.at:402,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0433,433,syn_screen.at:473: 433. Redundant screen clauses,syn_screen.at:473,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0434,434,syn_screen.at:506: 434. Screen item OCCURS w-/wo relative LINE/COL,syn_screen.at:506,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0435,435,syn_screen.at:566: 435. VALUE clause missing,syn_screen.at:566,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=cobol2002 prog.cob
0436,436,syn_screen.at:592: 436. FULL on numeric item,syn_screen.at:592,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0437,437,syn_screen.at:616: 437. Compiler-specific SCREEN SECTION clause rules,syn_screen.at:616,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fscreen-section-rules=std prog.cob
0438,438,syn_screen.at:774: 438. MS-COBOL position-spec,syn_screen.at:774,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0439,439,syn_screen.at:822: 439. Screen with invalid FROM clause,syn_screen.at:822,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0440,440,syn_screen.at:867: 440. DISPLAY WITH CONVERSION,syn_screen.at:867,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0441,441,syn_set.at:24: 441. SET ADDRESS OF item,syn_set.at:24,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0442,442,syn_set.at:53: 442. SET item TO 88-level,syn_set.at:53,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0443,443,syn_functions.at:22: 443. ANY LENGTH / NUMERIC as function RETURNING item,syn_functions.at:22,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0444,444,REPOSITORY INTRINSIC phrase,syn_functions.at:64,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0445,445,REPOSITORY FUNCTION phrase,syn_functions.at:87,ORACLE_PASS,ok,OBSERVABLE_MATCH,oracle and candidate both satisfy the test's AT_CHECK assertions
0446,446,syn_functions.at:135: 446. Redundant REPOSITORY entries,syn_functions.at:135,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0447,447,syn_functions.at:174: 447. Missing prototype/definition,syn_functions.at:174,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0448,448,syn_functions.at:205: 448. Empty function,syn_functions.at:205,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0449,449,syn_functions.at:232: 449. Function definition inside program,syn_functions.at:232,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0450,450,syn_functions.at:255: 450. Intrinsic functions: dialect,syn_functions.at:255,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY -std=acu-strict prog.cob
0451,451,syn_functions.at:280: 451. Intrinsic functions: replaced,syn_functions.at:280,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fnot-intrinsic=substitute prog.cob
0452,452,syn_functions.at:324: 452. Intrinsic functions: number of arguments,syn_functions.at:324,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0453,453,syn_functions.at:364: 453. Intrinsic functions: reference modification,syn_functions.at:364,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0454,454,syn_functions.at:410: 454. Intrinsic functions: argument type,syn_functions.at:410,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0455,455,syn_functions.at:433: 455. invalid formatted date/time args,syn_functions.at:433,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0456,456,syn_functions.at:514: 456. invalid formats w/ DECIMAL-POINT IS COMMA,syn_functions.at:514,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0457,457,syn_functions.at:544: 457. Specified offset and SYSTEM-OFFSET,syn_functions.at:544,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE prog.cob
0458,458,syn_functions.at:568: 458. FUNCTION LENGTH / BYTE-LENGTH,syn_functions.at:568,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE -Wno-pending prog.cob
0459,459,syn_literals.at:25: 459. continuation Indicator - too many lines,syn_literals.at:25,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0460,460,syn_literals.at:583: 460. literal too long,syn_literals.at:583,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
0461,461,syn_literals.at:819: 461. numeric literals,syn_literals.at:819,ORACLE_PASS,-,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COMPILE_ONLY -fliteral-length=1 -fnumeric-literal-length=1 -fword-length=60 prog.cob
0462,462,syn_literals.at:998: 462. floating-point literals,syn_literals.at:998,ORACLE_PASS,-,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog.cob
